Gender,Age,Marital Status,Job Level,Years of Experience,Department,Employee Type,Work-Life Balance,Work Environment,Physical Activity Hours,Workload,Stress Level,Sleep Hours,Commute Mode,Commute Distance (km),Number of Companies Worked,Team Size,Direct Reports,Education Level,Overtime Status,Training Hours Per Year,Job Satisfaction,Low Sleep Flag,Long Commute Flag,Burnout Flag,Sleep Category,Burnout Score
Female,40,Married,Mid,18,It,Full-Time,2,4,3.4,3,1,7.0,Public Transport,26,6,13,0,Bachelor,Yes,39.0,4,0,1,0,Moderate,0.8799999999999999
Male,32,Single,Mid,10,Legal,Full-Time,4,1,3.7,4,3,8.4,Public Transport,7,3,11,0,Bachelor,No,35.0,4,0,0,0,Healthy,0.04999999999999963
Male,22,Single,Intern/Fresher,0,It,Full-Time,3,4,2.3,2,1,7.1,Walk,1,0,22,0,Bachelor,No,10.0,4,0,0,0,Healthy,-0.20999999999999988
Female,38,Married,Mid,14,Operations,Part-Time,4,1,2.2,4,1,9.2,Walk,1,5,10,0,Bachelor,Yes,37.0,4,0,0,0,Healthy,-0.44999999999999973
Male,29,Single,Junior,7,Sales,Part-Time,3,2,0.5,2,1,6.4,Car,17,2,7,0,Bachelor,Yes,23.5,4,0,0,0,Moderate,0.5499999999999998
Male,32,Married,Mid,10,It,Part-Time,5,1,3.4,2,1,5.9,Car,18,3,10,0,Bachelor,Yes,35.0,4,0,0,0,Moderate,0.7799999999999998
Male,23,Single,Intern/Fresher,1,Finance,Full-Time,1,3,2.8,3,1,8.1,Public Transport,10,0,21,0,Bachelor,No,10.5,4,0,0,0,Healthy,-0.04000000000000009
Male,28,Single,Junior,6,Operations,Full-Time,3,3,1.9,2,2,7.9,Car,23,2,8,0,Bachelor,No,23.0,4,0,1,0,Healthy,0.12999999999999978
Male,39,Married,Senior,2,It,Full-Time,5,1,2.0,4,1,7.9,Motorbike,18,5,18,3,Bachelor,No,41.0,4,0,0,0,Healthy,0.5799999999999998
Male,30,Married,Mid,8,Legal,Part-Time,4,3,3.4,1,1,6.0,Car,26,2,14,0,Bachelor,No,34.0,4,0,1,0,Moderate,0.6799999999999999
Female,28,Married,Mid,6,Legal,Full-Time,4,1,3.4,5,2,8.4,Car,16,2,11,0,Bachelor,No,33.0,4,0,0,0,Healthy,0.6199999999999997
Male,26,Single,Junior,3,Finance,Part-Time,2,3,1.0,2,3,7.6,Car,25,1,9,0,Bachelor,No,21.5,4,0,1,0,Healthy,0.31000000000000016
Female,28,Single,Junior,6,Operations,Full-Time,3,3,0.4,2,1,7.4,Car,16,2,9,0,Bachelor,No,23.0,4,0,0,0,Healthy,0.11999999999999977
Female,34,Married,Senior,12,Finance,Part-Time,4,4,4.2,2,1,7.0,Bike,4,4,25,7,Bachelor,No,46.0,4,0,0,0,Moderate,-0.08000000000000007
Female,27,Single,Mid,5,It,Contract,4,2,2.0,1,1,9.3,Motorbike,15,1,13,0,Bachelor,Yes,32.5,4,0,0,0,Healthy,-0.9700000000000004
Female,30,Married,Senior,8,Finance,Full-Time,3,3,2.1,2,2,7.1,Car,6,2,15,5,Bachelor,No,44.0,4,0,0,0,Healthy,-0.05999999999999989
Other,39,Single,Mid,17,Finance,Full-Time,3,3,3.5,3,1,6.6,Motorbike,7,5,13,0,Bachelor,No,38.5,4,0,0,0,Moderate,0.47
Male,24,Single,Junior,2,Legal,Full-Time,2,4,2.2,2,1,7.3,Car,23,0,6,0,Bachelor,No,21.0,4,0,1,0,Healthy,0.37
Male,28,Single,Mid,6,Legal,Part-Time,1,1,3.2,1,2,7.4,Car,8,2,15,0,Bachelor,No,33.0,4,0,0,0,Healthy,-0.42000000000000015
Female,27,Single,Junior,5,It,Full-Time,3,3,1.9,2,1,6.2,Bike,10,1,10,0,Bachelor,Yes,22.5,4,0,0,0,Moderate,0.4199999999999999
Female,24,Single,Junior,2,Hr,Full-Time,4,3,1.9,4,1,7.6,Bike,6,0,6,0,Bachelor,No,21.0,4,0,0,0,Healthy,0.34000000000000014
Female,23,Single,Intern/Fresher,1,Sales,Part-Time,3,4,2.1,4,3,6.5,Car,13,0,26,0,Bachelor,No,10.5,4,0,0,0,Moderate,0.9899999999999999
Male,26,Single,Junior,4,Sales,Full-Time,5,1,1.2,2,2,7.9,Bike,9,1,7,0,Bachelor,No,22.0,4,0,0,0,Healthy,-0.29000000000000015
Male,48,Single,Senior,3,Operations,Full-Time,5,2,4.0,4,1,6.3,Car,15,8,23,2,Bachelor,No,41.5,4,0,0,0,Moderate,1.13
Male,24,Single,Junior,2,Sales,Part-Time,5,2,1.3,3,3,7.7,Motorbike,17,0,6,0,Bachelor,No,21.0,4,0,0,0,Healthy,0.32999999999999985
Female,40,Married,Mid,14,Operations,Full-Time,5,2,1.8,2,1,6.6,Motorbike,10,6,13,0,Bachelor,No,37.0,4,0,0,0,Moderate,0.26000000000000006
Female,27,Married,Mid,5,Marketing,Contract,5,2,2.1,4,1,8.2,Public Transport,7,1,13,0,Bachelor,No,32.5,4,0,0,0,Healthy,0.13000000000000014
Female,28,Single,Junior,2,Operations,Full-Time,5,3,0.1,1,2,6.9,Public Transport,21,2,5,0,Bachelor,No,21.0,4,0,1,0,Moderate,0.16999999999999976
Male,46,Married,Mid,17,Legal,Part-Time,4,2,1.7,2,3,7.1,Public Transport,22,8,12,0,Bachelor,No,38.5,4,0,1,0,Healthy,0.42000000000000015
Male,42,Single,Mid,12,Finance,Full-Time,4,2,3.3,4,1,7.5,Car,29,6,13,0,Bachelor,No,36.0,4,0,1,0,Healthy,1.0699999999999998
Male,35,Single,Mid,6,It,Full-Time,2,3,2.0,2,1,7.6,Car,27,4,13,0,Bachelor,Yes,33.0,4,0,1,0,Healthy,0.3700000000000002
Female,40,Divorced,Mid,8,Finance,Contract,4,4,4.0,4,1,7.0,Walk,2,6,13,0,Bachelor,No,34.0,4,0,0,0,Moderate,0.4599999999999999
Male,28,Single,Junior,1,Customer Service,Full-Time,2,4,2.0,1,1,7.2,Public Transport,22,2,7,0,Bachelor,No,20.5,4,0,1,0,Healthy,0.07999999999999996
Male,25,Married,Junior,3,Operations,Part-Time,5,4,2.1,4,4,5.8,Car,11,1,8,0,Bachelor,No,21.5,4,0,0,0,Moderate,1.21
Female,22,Single,Junior,0,It,Part-Time,4,2,1.2,1,2,5.3,Walk,1,0,9,0,Bachelor,Yes,20.0,4,0,0,0,Moderate,0.21000000000000005
Male,22,Single,Junior,0,Finance,Contract,3,1,0.5,2,2,7.3,Walk,2,0,10,0,Bachelor,No,20.0,4,0,0,0,Healthy,-0.25999999999999995
Male,23,Single,Intern/Fresher,1,It,Full-Time,5,3,0.9,4,1,7.7,Public Transport,25,0,27,0,Bachelor,Yes,10.5,4,0,1,0,Healthy,0.8699999999999999
Female,42,Married,Senior,17,Marketing,Full-Time,3,2,3.1,2,1,8.3,Car,29,6,24,2,Bachelor,No,48.5,4,0,1,0,Healthy,0.1499999999999997
Other,53,Single,Senior,29,Operations,Full-Time,5,4,0.9,5,1,6.6,Car,5,10,22,3,Bachelor,No,54.5,4,0,0,0,Moderate,1.01
Male,24,Single,Mid,2,Operations,Full-Time,1,2,3.4,4,1,8.3,Motorbike,12,0,11,0,Bachelor,No,31.0,4,0,0,0,Healthy,0.23999999999999966
Female,28,Single,Mid,6,Marketing,Full-Time,3,2,0.5,1,1,7.8,Car,26,2,14,0,Bachelor,No,33.0,4,0,1,0,Healthy,-0.039999999999999813
Female,45,Married,Senior,2,Customer Service,Full-Time,4,4,0.7,1,3,5.5,Public Transport,18,7,23,9,Bachelor,No,41.0,4,0,0,0,Moderate,0.64
Male,34,Single,Mid,12,It,Part-Time,3,4,2.8,1,1,6.4,Bike,10,4,13,0,Bachelor,Yes,36.0,4,0,0,0,Moderate,0.039999999999999813
Female,41,Married,Mid,12,Customer Service,Full-Time,1,3,2.7,1,1,4.9,Car,12,6,11,0,Bachelor,No,36.0,4,1,0,0,Low,0.6999999999999998
Male,27,Single,Junior,5,Hr,Part-Time,5,2,1.8,4,1,6.2,Bike,2,1,6,0,Bachelor,No,22.5,4,0,0,0,Moderate,0.7799999999999998
Male,30,Single,Senior,3,Finance,Part-Time,3,4,2.3,2,1,5.5,Bike,1,2,18,8,Bachelor,Yes,41.5,4,0,0,0,Moderate,0.42999999999999994
Male,39,Married,Mid,17,Marketing,Full-Time,5,2,1.1,1,2,7.2,Car,7,5,14,0,Bachelor,No,38.5,4,0,0,0,Healthy,-0.3700000000000001
Male,37,Married,Senior,15,Customer Service,Full-Time,2,2,2.5,2,1,6.8,Car,14,5,22,2,Bachelor,No,47.5,4,0,0,0,Moderate,0.3
Female,36,Married,Mid,14,Hr,Part-Time,2,2,2.8,3,1,6.6,Car,9,4,12,0,Bachelor,No,37.0,4,0,0,0,Moderate,0.53
Male,24,Single,Junior,2,Customer Service,Part-Time,4,5,2.1,5,3,7.9,Walk,2,0,10,0,Bachelor,No,21.0,4,0,0,0,Healthy,0.39999999999999986
Male,39,Single,Mid,1,It,Full-Time,3,5,2.4,3,1,6.4,Car,11,5,11,0,Bachelor,Yes,30.5,4,0,0,0,Moderate,0.6699999999999997
Female,37,Single,Mid,12,Legal,Full-Time,2,4,3.4,1,4,7.7,Car,21,5,13,0,Bachelor,Yes,36.0,4,0,1,0,Healthy,-0.15000000000000002
Female,27,Single,Mid,2,Customer Service,Full-Time,1,2,1.6,3,1,7.6,Car,27,1,12,0,Bachelor,No,31.0,4,0,1,0,Healthy,0.6700000000000002
Male,29,Single,Junior,7,Operations,Full-Time,5,5,1.2,1,4,6.4,Walk,2,2,9,0,Bachelor,No,23.5,4,0,0,0,Moderate,-0.20000000000000018
Female,23,Single,Junior,1,Marketing,Full-Time,3,5,3.5,3,1,6.6,Car,5,0,8,0,Bachelor,No,20.5,4,0,0,0,Moderate,0.41000000000000003
Female,35,Married,Senior,7,Finance,Part-Time,1,5,1.8,2,3,7.1,Car,29,4,21,7,Bachelor,No,43.5,4,0,1,0,Healthy,0.6300000000000001
Other,22,Single,Intern/Fresher,0,Finance,Full-Time,1,5,1.2,2,1,6.2,Car,12,0,23,0,Bachelor,Yes,10.0,4,0,0,0,Moderate,0.47999999999999987
Male,23,Single,Junior,1,It,Part-Time,3,1,1.9,2,2,8.0,Car,19,0,9,0,Bachelor,No,20.5,4,0,0,0,Healthy,-0.03000000000000025
Female,26,Single,Mid,4,Finance,Full-Time,3,2,2.0,3,1,8.1,Bike,1,1,12,0,Bachelor,No,32.0,4,0,0,0,Healthy,-0.31000000000000005
Female,42,Married,Mid,20,Finance,Full-Time,1,3,3.4,3,1,8.6,Public Transport,23,6,11,0,Bachelor,No,40.0,4,0,1,0,Healthy,0.1499999999999999
Male,39,Single,Mid,17,It,Contract,5,4,0.0,5,2,7.3,Car,17,5,13,0,Bachelor,Yes,38.5,4,0,0,0,Healthy,1.09
Male,28,Single,Junior,6,It,Full-Time,3,5,2.3,4,1,8.0,Car,24,2,8,0,Bachelor,Yes,23.0,4,0,1,0,Healthy,0.7199999999999998
Male,24,Single,Mid,2,Operations,Part-Time,4,5,2.1,4,1,6.8,Public Transport,26,0,12,0,Bachelor,Yes,31.0,4,0,1,0,Moderate,1.26
Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,2,2,3.1,2,1,6.8,Public Transport,20,0,30,0,Bachelor,No,10.5,4,0,1,0,Moderate,0.48
Female,30,Married,Mid,8,It,Part-Time,5,4,2.7,2,3,9.4,Walk,1,2,15,0,Bachelor,Yes,34.0,4,0,0,0,Healthy,-1.1300000000000001
Male,40,Married,Mid,11,It,Part-Time,2,4,2.1,2,1,6.9,Public Transport,28,6,14,0,Bachelor,Yes,35.5,4,0,1,0,Moderate,0.6799999999999997
Male,30,Single,Mid,8,It,Full-Time,4,2,1.5,3,2,7.6,Car,8,2,15,0,Bachelor,Yes,34.0,4,0,0,0,Healthy,0.10000000000000009
Female,54,Married,Senior,21,Finance,Full-Time,5,5,1.3,2,5,8.4,Car,25,10,20,7,Bachelor,No,50.5,4,0,1,0,Healthy,-0.010000000000000342
Male,39,Divorced,Mid,13,Sales,Contract,2,3,3.0,4,1,8.5,Walk,2,5,11,0,Bachelor,No,36.5,4,0,0,0,Healthy,-0.14000000000000018
Male,30,Single,Mid,8,Customer Service,Part-Time,5,1,4.4,3,1,7.4,Public Transport,8,2,12,0,Bachelor,No,34.0,4,0,0,0,Healthy,0.17999999999999972
Female,22,Single,Junior,0,It,Full-Time,3,3,2.7,3,2,7.6,Public Transport,23,0,9,0,Bachelor,Yes,20.0,4,0,1,0,Healthy,0.55
Female,31,Married,Mid,9,Finance,Part-Time,4,2,2.3,3,3,7.5,Bike,6,3,10,0,Bachelor,No,34.5,4,0,0,0,Healthy,0.0799999999999999
Male,28,Single,Junior,6,Finance,Part-Time,3,4,2.1,5,1,6.0,Public Transport,13,2,5,0,Bachelor,No,23.0,4,0,0,0,Moderate,1.4900000000000002
Male,29,Married,Junior,5,Customer Service,Full-Time,3,3,2.1,5,1,7.9,Walk,1,2,9,0,Bachelor,No,22.5,4,0,0,0,Healthy,0.3699999999999999
Other,30,Single,Mid,2,Marketing,Full-Time,5,2,1.7,5,1,7.7,Car,19,2,13,0,Bachelor,Yes,31.0,4,0,0,0,Healthy,0.9899999999999999
Male,29,Single,Mid,7,Sales,Full-Time,3,5,1.5,2,2,7.3,Walk,2,2,14,0,Bachelor,Yes,33.5,4,0,0,0,Healthy,-0.25999999999999995
Female,51,Married,Senior,7,Finance,Full-Time,4,3,1.5,1,4,7.2,Car,10,9,16,3,Bachelor,No,43.5,4,0,0,0,Healthy,-0.2800000000000001
Male,24,Single,Mid,2,Operations,Full-Time,2,4,1.6,4,1,5.4,Public Transport,9,0,12,0,Bachelor,No,31.0,4,0,0,0,Moderate,1.3099999999999998
Female,47,Divorced,Mid,2,Operations,Full-Time,2,1,1.0,2,3,8.1,Bike,9,8,10,0,Bachelor,No,31.0,4,0,0,0,Healthy,-0.37
Male,24,Single,Junior,2,It,Part-Time,3,5,2.3,5,1,7.5,Walk,2,0,8,0,Bachelor,Yes,21.0,4,0,0,0,Healthy,0.56
Female,27,Single,Junior,3,Finance,Full-Time,3,3,1.4,3,2,7.2,Public Transport,18,1,5,0,Bachelor,No,21.5,4,0,0,0,Healthy,0.5599999999999998
Male,27,Single,Junior,5,It,Part-Time,4,2,0.7,3,1,7.1,Car,12,1,10,0,Bachelor,Yes,22.5,4,0,0,0,Healthy,0.42000000000000004
Male,47,Married,Mid,25,It,Full-Time,1,3,0.9,2,1,6.7,Motorbike,24,8,14,0,Bachelor,No,42.5,4,0,1,0,Moderate,0.6399999999999998
Female,39,Married,Senior,17,Operations,Full-Time,3,5,1.0,3,1,4.9,Public Transport,19,5,20,7,Bachelor,No,48.5,4,1,0,0,Low,1.5099999999999998
Male,27,Single,Mid,5,Operations,Contract,5,1,1.4,5,1,6.5,Car,8,1,15,0,Bachelor,No,32.5,4,0,0,0,Moderate,1.14
Male,25,Single,Junior,3,Finance,Full-Time,1,4,1.4,3,2,7.5,Motorbike,18,1,7,0,Bachelor,No,21.5,4,0,0,0,Healthy,0.43999999999999995
Male,45,Married,Mid,23,Finance,Full-Time,3,2,2.1,1,2,6.8,Public Transport,9,7,13,0,Bachelor,No,41.5,4,0,0,0,Moderate,-0.14999999999999997
Female,39,Married,Senior,7,Sales,Full-Time,1,5,3.4,5,1,6.9,Walk,2,5,19,1,Bachelor,No,43.5,4,0,0,0,Moderate,0.7999999999999998
Female,30,Single,Mid,8,Marketing,Part-Time,3,3,2.2,1,4,7.8,Public Transport,17,2,13,0,Bachelor,No,34.0,4,0,0,0,Healthy,-0.30999999999999983
Male,39,Single,Mid,14,Sales,Part-Time,4,4,3.3,3,3,6.6,Public Transport,14,5,12,0,Bachelor,No,37.0,4,0,0,0,Moderate,0.6799999999999999
Female,35,Married,Senior,13,Sales,Part-Time,4,1,2.6,1,1,6.6,Car,27,4,15,9,Bachelor,No,46.5,4,0,1,0,Moderate,0.47000000000000014
Female,24,Married,Junior,2,Legal,Full-Time,5,2,2.3,4,2,7.9,Motorbike,15,0,10,0,Bachelor,No,21.0,4,0,0,0,Healthy,0.48999999999999977
Male,31,Married,Senior,9,Sales,Full-Time,3,3,2.5,2,1,5.4,Motorbike,7,3,18,1,Bachelor,Yes,44.5,4,0,0,0,Moderate,0.6499999999999998
Female,24,Single,Junior,1,Finance,Contract,1,3,2.3,3,2,7.9,Car,8,0,8,0,Bachelor,No,20.5,4,0,0,0,Healthy,-0.02000000000000024
Male,26,Married,Senior,4,Marketing,Full-Time,4,4,0.0,4,1,6.7,Walk,1,1,18,7,Bachelor,No,42.0,4,0,0,0,Moderate,0.5499999999999998
Female,23,Single,Intern/Fresher,1,Sales,Full-Time,1,4,1.5,4,1,7.1,Walk,2,0,24,0,Bachelor,No,10.5,4,0,0,0,Healthy,0.4200000000000001
Female,28,Single,Junior,6,Legal,Part-Time,3,1,1.1,1,1,8.3,Public Transport,28,2,5,0,Bachelor,No,23.0,4,0,1,0,Healthy,-0.18000000000000027
Male,23,Single,Intern/Fresher,1,Customer Service,Contract,4,3,2.8,3,2,6.2,Car,5,0,27,0,Bachelor,No,10.5,4,0,0,0,Moderate,0.5699999999999998
Male,40,Married,Mid,18,It,Full-Time,2,5,2.7,4,1,6.4,Car,18,6,10,0,Bachelor,Yes,39.0,4,0,0,0,Moderate,1.1799999999999997
Female,25,Married,Junior,3,Sales,Part-Time,5,3,0.8,5,1,7.3,Public Transport,21,1,9,0,Bachelor,No,21.5,4,0,1,0,Healthy,1.21
Male,22,Single,Intern/Fresher,0,It,Contract,4,4,3.7,5,2,8.3,Car,21,0,25,0,Bachelor,Yes,10.0,4,0,1,0,Healthy,0.8099999999999997
Female,28,Single,Junior,6,Sales,Part-Time,1,1,0.6,1,1,6.8,Car,29,2,10,0,Bachelor,No,23.0,4,0,1,0,Moderate,0.45
Male,23,Single,Intern/Fresher,1,It,Full-Time,4,5,2.8,2,2,6.7,Public Transport,18,0,26,0,Bachelor,No,10.5,4,0,0,0,Moderate,0.45999999999999985
Female,23,Single,Junior,1,Marketing,Contract,2,5,2.5,4,1,8.4,Walk,2,0,9,0,Bachelor,No,20.5,4,0,0,0,Healthy,-0.10000000000000037
Male,32,Single,Senior,9,Legal,Part-Time,5,2,2.8,4,1,7.7,Car,6,3,23,2,Bachelor,No,44.5,4,0,0,0,Healthy,0.2999999999999999
Other,24,Single,Junior,2,Operations,Part-Time,1,4,1.6,2,1,6.7,Walk,1,0,8,0,Bachelor,No,21.0,4,0,0,0,Moderate,-0.05000000000000018
Male,26,Single,Junior,4,Finance,Part-Time,2,4,2.5,5,1,7.3,Public Transport,16,1,8,0,Bachelor,No,22.0,4,0,0,0,Healthy,1.06
Male,34,Married,Mid,12,It,Full-Time,4,1,1.7,1,1,5.8,Car,28,4,14,0,Bachelor,Yes,36.0,4,0,1,0,Moderate,0.8200000000000001
Male,36,Married,Mid,12,Sales,Full-Time,4,5,1.4,4,1,6.1,Motorbike,8,4,10,0,Bachelor,No,36.0,4,0,0,0,Moderate,1.0
Female,37,Married,Senior,15,Finance,Full-Time,3,5,2.3,3,2,6.8,Car,10,5,20,4,Bachelor,No,47.5,4,0,0,0,Moderate,0.4799999999999999
Male,22,Single,Junior,0,Hr,Part-Time,5,2,0.8,4,1,5.4,Public Transport,17,0,6,0,Bachelor,No,20.0,4,0,0,0,Moderate,1.5499999999999998
Female,30,Single,Mid,8,Hr,Full-Time,1,5,2.8,2,3,6.7,Car,17,2,12,0,Bachelor,No,34.0,4,0,0,0,Moderate,0.4299999999999998
Female,60,Married,Senior,23,Operations,Full-Time,2,5,2.1,3,1,6.9,Car,10,12,18,9,Bachelor,No,51.5,4,0,0,0,Moderate,0.43999999999999967
Other,23,Single,Intern/Fresher,1,It,Contract,1,5,2.6,3,1,7.2,Bike,3,0,27,0,Bachelor,Yes,10.5,4,0,0,0,Healthy,0.10999999999999979
Female,35,Divorced,Senior,13,Finance,Full-Time,3,1,1.7,4,1,7.1,Public Transport,17,4,25,9,Bachelor,No,46.5,4,0,0,0,Healthy,0.8700000000000001
Other,35,Single,Mid,13,Legal,Full-Time,5,2,2.8,3,2,7.1,Car,7,4,12,0,Bachelor,No,36.5,4,0,0,0,Healthy,0.27
Male,33,Single,Senior,2,Operations,Full-Time,4,3,1.8,3,3,8.8,Motorbike,24,3,24,5,Bachelor,No,41.0,4,0,1,0,Healthy,0.09999999999999942
Female,24,Single,Junior,2,Customer Service,Full-Time,4,3,2.0,3,1,7.8,Car,25,0,5,0,Bachelor,No,21.0,4,0,1,0,Healthy,0.53
Female,25,Single,Junior,3,Finance,Full-Time,3,2,1.9,5,1,8.1,Public Transport,27,1,7,0,Bachelor,No,21.5,4,0,1,0,Healthy,1.07
Other,37,Single,Senior,15,Sales,Full-Time,1,4,1.9,3,1,6.6,Public Transport,21,5,19,1,Bachelor,No,47.5,4,0,1,0,Moderate,0.89
Female,23,Single,Intern/Fresher,1,Hr,Full-Time,5,2,3.5,3,3,7.0,Motorbike,12,0,25,0,Bachelor,No,10.5,4,0,0,0,Moderate,0.45999999999999985
Other,47,Single,Senior,17,Marketing,Full-Time,3,3,1.9,5,1,7.2,Bike,8,8,17,6,Bachelor,No,48.5,4,0,0,0,Healthy,0.8599999999999999
Male,35,Married,Senior,13,It,Full-Time,4,1,2.9,5,1,8.2,Public Transport,28,4,17,5,Bachelor,No,46.5,4,0,1,0,Healthy,1.06
Female,28,Single,Junior,6,Legal,Full-Time,2,4,2.0,1,4,6.6,Car,26,2,5,0,Bachelor,No,23.0,4,0,1,0,Moderate,0.4400000000000001
Male,23,Single,Intern/Fresher,1,Finance,Contract,5,2,0.1,1,3,8.0,Car,5,0,22,0,Bachelor,No,10.5,4,0,0,0,Healthy,-0.7500000000000001
Female,28,Married,Junior,6,Operations,Full-Time,1,5,2.4,1,2,6.9,Car,24,2,5,0,Bachelor,No,23.0,4,0,1,0,Moderate,0.25999999999999973
Female,36,Married,Senior,1,Finance,Full-Time,5,3,2.9,3,2,6.4,Car,17,4,24,7,Bachelor,No,40.5,4,0,0,0,Moderate,0.8499999999999998
Male,48,Married,Mid,26,Operations,Full-Time,4,4,3.0,4,2,6.4,Car,23,8,14,0,Bachelor,No,43.0,4,0,1,0,Moderate,1.3299999999999996
Female,24,Married,Junior,2,Operations,Part-Time,1,1,2.8,1,1,8.9,Public Transport,28,0,6,0,Bachelor,No,21.0,4,0,1,0,Healthy,-0.42000000000000026
Female,48,Married,Senior,18,It,Full-Time,3,4,1.9,3,2,8.3,Public Transport,9,8,15,4,Bachelor,Yes,49.0,4,0,0,0,Healthy,-0.15000000000000036
Male,26,Single,Mid,4,Sales,Part-Time,2,4,2.9,5,1,6.0,Public Transport,29,1,15,0,Bachelor,No,32.0,4,0,1,0,Moderate,1.9700000000000002
Female,29,Single,Junior,7,Finance,Full-Time,3,2,2.0,2,2,6.0,Car,17,2,6,0,Bachelor,No,23.5,4,0,0,0,Moderate,0.71
Male,35,Single,Mid,7,Sales,Full-Time,2,1,4.3,2,1,7.1,Walk,1,4,15,0,Bachelor,No,33.5,4,0,0,0,Healthy,-0.20999999999999988
Female,36,Married,Senior,14,Marketing,Full-Time,3,4,2.0,2,2,6.6,Car,17,4,19,7,Bachelor,Yes,47.0,4,0,0,0,Moderate,0.4700000000000001
Female,28,Single,Junior,6,Marketing,Part-Time,1,4,0.6,4,2,7.2,Car,13,2,9,0,Bachelor,No,23.0,4,0,0,0,Healthy,0.7099999999999999
Female,25,Single,Junior,3,Finance,Part-Time,2,4,1.3,1,2,5.0,Walk,1,1,7,0,Bachelor,No,21.5,4,0,0,0,Low,0.32999999999999996
Male,47,Married,Mid,15,Legal,Part-Time,4,4,2.4,2,1,7.0,Walk,1,8,13,0,Bachelor,No,37.5,4,0,0,0,Moderate,-0.17000000000000007
Male,24,Single,Mid,2,Sales,Full-Time,5,2,1.5,2,1,7.6,Public Transport,28,0,15,0,Bachelor,Yes,31.0,4,0,1,0,Healthy,0.40000000000000013
Male,50,Married,Senior,19,It,Part-Time,5,1,1.2,1,1,7.3,Public Transport,6,9,21,6,Bachelor,No,49.5,4,0,0,0,Healthy,-0.4399999999999999
Female,32,Married,Senior,10,Sales,Full-Time,1,5,0.0,2,2,7.5,Public Transport,10,3,17,3,Bachelor,No,45.0,4,0,0,0,Healthy,-0.10000000000000003
Male,40,Married,Mid,18,Finance,Full-Time,4,4,0.6,5,3,6.9,Motorbike,7,6,10,0,Bachelor,No,39.0,4,0,0,0,Moderate,0.9499999999999997
Male,30,Single,Mid,8,It,Full-Time,5,5,2.0,5,1,7.5,Car,29,2,12,0,Bachelor,Yes,34.0,4,0,1,0,Healthy,1.37
Male,32,Married,Mid,10,Operations,Full-Time,4,3,2.2,4,1,7.7,Bike,1,3,11,0,Bachelor,No,35.0,4,0,0,0,Healthy,0.14999999999999988
Male,26,Single,Junior,4,Finance,Contract,5,3,2.6,2,3,7.5,Car,9,1,6,0,Bachelor,No,22.0,4,0,0,0,Healthy,-0.13
Male,44,Divorced,Senior,11,It,Full-Time,2,4,2.8,2,1,7.3,Car,6,7,24,2,Bachelor,Yes,45.5,4,0,0,0,Healthy,-0.13999999999999996
Female,22,Single,Junior,0,Customer Service,Full-Time,5,3,1.7,5,1,7.7,Car,12,0,7,0,Bachelor,No,20.0,4,0,0,0,Healthy,0.7799999999999999
Male,31,Married,Senior,9,It,Contract,2,5,1.2,1,1,7.4,Motorbike,7,3,21,5,Bachelor,Yes,44.5,4,0,0,0,Healthy,-0.4500000000000002
Male,45,Divorced,Mid,7,Legal,Full-Time,5,2,2.3,2,1,6.9,Motorbike,3,7,11,0,Bachelor,No,33.5,4,0,0,0,Moderate,-0.07000000000000026
Male,41,Married,Senior,5,It,Full-Time,3,3,2.2,4,1,7.6,Car,13,6,16,3,Bachelor,Yes,42.5,4,0,0,0,Healthy,0.5500000000000002
Other,45,Single,Mid,21,Finance,Full-Time,2,4,3.0,3,2,7.3,Car,24,7,11,0,Bachelor,No,40.5,4,0,1,0,Healthy,0.7
Male,32,Divorced,Mid,10,Hr,Full-Time,1,5,2.4,2,1,7.5,Car,20,3,15,0,Bachelor,No,35.0,4,0,1,0,Healthy,0.19999999999999996
Female,23,Single,Junior,1,Finance,Part-Time,3,5,2.3,5,1,8.2,Car,8,0,9,0,Bachelor,No,20.5,4,0,0,0,Healthy,0.4600000000000002
Male,26,Single,Junior,4,Hr,Full-Time,2,5,3.0,1,2,6.5,Public Transport,28,1,9,0,Bachelor,No,22.0,4,0,1,0,Moderate,0.5399999999999998
Female,31,Single,Senior,9,Legal,Contract,1,2,2.3,1,1,7.4,Bike,9,3,20,7,Bachelor,No,44.5,4,0,0,0,Healthy,-0.3900000000000001
Female,29,Married,Junior,7,Legal,Full-Time,1,5,1.9,3,3,6.0,Walk,2,2,8,0,Bachelor,No,23.5,4,0,0,0,Moderate,0.5599999999999998
Male,22,Single,Intern/Fresher,0,Operations,Full-Time,4,5,1.8,4,1,6.3,Public Transport,15,0,21,0,Bachelor,Yes,10.0,4,0,0,0,Moderate,1.13
Female,37,Single,Mid,11,Marketing,Part-Time,5,3,1.7,2,2,7.0,Bike,5,5,13,0,Bachelor,No,35.5,4,0,0,0,Moderate,-0.05000000000000007
Female,36,Married,Senior,11,Sales,Full-Time,4,1,0.3,4,1,8.1,Walk,2,4,25,1,Bachelor,No,45.5,4,0,0,0,Healthy,0.019999999999999962
Male,34,Married,Mid,12,It,Full-Time,4,2,1.5,1,1,5.7,Public Transport,21,4,12,0,Bachelor,Yes,36.0,4,0,1,0,Moderate,0.6499999999999999
Other,26,Single,Mid,4,Hr,Full-Time,4,2,2.9,3,2,6.6,Public Transport,23,1,11,0,Bachelor,No,32.0,4,0,1,0,Moderate,0.95
